Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Бренд / Серия,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Количество в упаковке,Температура подачи,Friendly,BiO,Винтаж,Субрегион,Выдержка,Подарочная упаковка 0.75,Chateau Pinot,580₽,725₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,Chateau PinotГравитация,Пино нуарСаперави,Стальной чан,13%,6,16-18 
0.75,Winzerhof Hoch,2 160₽,2 160₽,Тихое,Белое,Сухое,Австрия,Нижняя Австрия,,Winzerhof Hoch,,,Грюнер вельтлинер,Бочка,11.5%,6,10-12,,Biodynamic,,,,
0.75,Poggio al Tesoro,10 292₽,10 292₽,Тихое,Красное,Сухое,Италия,Тоскана,Bolgheri DOC,Poggio al Tesoro,DOC/DOP,,МерлоКаберне совиньонКаберне франПти вердо,Бочка,14.5%,6,14-16,,,2020,Болгери,,
0.75,,1 143₽,1 143₽,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Шалвино,,,Саперави,,11.5%,6,16-18,,,2020,,,
0.75,Grandes Vinos y Vinedos,1 000₽,1 250₽,Тихое,Розовое,Сухое,Испания,Арагон,Carinena DO,Grandes Vinos y Vinedos,DO,El Circo,Гарнача,Стальной чан,13%,6,8-10,,,,,,
0.75,Waterkloof,2 285₽,2 856₽,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Stellenbosch WO,Waterkloof,WO,,Каберне фран,Бочка,13.5%,6,16-18,,,,Коустал Риджн,,
0.75,Mollet-Maudry Pere & Fils,2 806₽,3 507₽,Тихое,Красное,Сухое,Франция,Долина Луары,Val de Loire IGT,Mollet-Maudry Pere & Fils,IGT/IGP,,Пино нуар,Стальной чан,12.5%,6,14-16,,,,,,
0.75,Askaneli,675₽,964₽,Тихое,Белое,Сухое,Грузия,Кахетия,Цинандали,Askaneli,,,РкацителиМцване,Бочка,13%,12,10-12,,,2022,,,
1.5,Vignobles Lassagne,6 994₽,8 743₽,Тихое,Красное,Сухое,Франция,Бордо,Lalande de Pomerol AOC,Vignobles Lassagne,AOC/AOP,,МерлоКаберне фран,Бочка,14%,6,16-18,,,,,,
0.75,Bodega del Fin del Mundo,1 788₽,2 554₽,Тихое,Белое,Сухое,Аргентина,Патагония,Patagonia IG,Bodega del Fin del Mundo,IG,,Совиньон блан,,13.7%,12,8-10,,,2021,,,
0.75,Vitivinicola Cremaschi Barriga,840₽,1 200₽,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Vitivinicola Cremaschi Barriga,DO,,Совиньон блан,Стальной чан,12.5%,6,10-12,,,2023,,,
0.75,Binekhi,1 490₽,1 490₽,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Binekhi,ЗГУ,,Саперави,Стальной чан,12.5%,6,16-18,,,2022,,,
0.75,Alma Valley,958₽,1 197₽,Тихое,Красное,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Alma Valley,Мерло,Бочка,,6,16-18,,,,,,
0.75,Navarro Lopez,721₽,901₽,Тихое,Белое,Сухое,Испания,Руэда,Rueda DO,Navarro Lopez,DO,,Вердехо,Стальной чан,13.5%,6,10-12,,,,,,
0.75,Luis Felipe Edwards,653₽,816₽,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Luis Felipe Edwards,DO,,Шардоне,Стальной чан,13%,6,10-12,,,,,,
0.75,,1 036₽,1 480₽,Тихое,Белое,Полусладкое,Франция,,,Les Chais de Saint Andre,,Fleur de la Reine,Белые сорта винограда,,11%,6,10-12,,,2021,,,
0.75,GWS,748₽,935₽,Тихое,Белое,Полусладкое,Грузия,Кахетия,,GWS,,,РкацителиМцване,,11.5%,6,10-12,,,,,,
0.75,Золотая Балка,506₽,633₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Золотая Балка,ЗГУ,,Ркацители,Стальной чан,12%,6,10-12,,,,,,
0.75,Luis Felipe Edwards,714₽,893₽,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Luis Felipe Edwards,DO,,Совиньон блан,Стальной чан,12.5%,6,10-12,,,,,,
0.75,Kalos Limen,1 571₽,2 856₽,Тихое,Белое,Сухое,Россия,Крым,,Kalos Limen,,,Совиньон блан (цитрон),Стальной чан,11.7%,6,8-10,,,2022,,,
0.75,Marchand-Tawse,8 490₽,8 490₽,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne AOC,Marchand-Tawse,AOC/AOP,,Пино нуар,Бочка,13%,6,14-16,,,2021,,,
0.187,Olymp Winery,262₽,262₽,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Olymp Winery,ЗГУ,,Рислинг,Стальной чан,10% - 12%,6,10-12,,,,Кубань,,
0.75,,11 490₽,11 490₽,Тихое,Красное,Сухое,Франция,Бордо,Saint-Emilion Grand Cru AOC,Chateau Faugeres,AOC/AOP,,МерлоКаберне франКаберне совиньон,Бочка,14%,6,16-18,,,2014,Сент-Эмильон,,
0.75,Alma Valley,2 561₽,3 201₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Alma Valley,Шардоне,Бочка,,6,10-12,,,,,,
0.75,Piccini,1 484₽,1 855₽,Тихое,Красное,Сухое,Италия,Сицилия,,Piccini,,,ПримитивоМонтепульчаноСанджовезе,Бочка,,6,16-18,,,,,,
0.75,Tolaini,9 839₽,9 839₽,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Tolaini,IGT/IGP,,Каберне совиньонСанджовезеКаберне фран,Бочка,14%,6,16-18,,Organic,2018,,,
0.75,Pascal Prunier-Bonheur,11 002₽,11 002₽,Тихое,Красное,Сухое,Франция,Бургундия,Monthelie AOС,Pascal Prunier-Bonheur,AOC/AOP,,Пино нуар,Бочка,13.5%,12,14-16,,,2020,Монтели,,
0.75,Peter Mertes,929₽,1 161₽,Тихое,Белое,Полусухое,Германия,Пфальц,,Peter Mertes,,,Рислинг,Стальной чан,11.5%,6,10-12,,,,,,
0.75,,6 913₽,6 913₽,Тихое,Белое,Сухое,Италия,Пьемонт,Gavi DOCG,Marchesi di Barolo,DOCG,,Кортезе,,13%,6,8-10,,,2022,Гави,,
0.75,,14 862₽,14 862₽,Тихое,Красное,Сухое,Франция,Бургундия,Santenay 1er Cru AOС,Domaine De La Choupette,AOC/AOP,,Пино нуар,Бочка,13%,6,14-16,,,2022,Сантене,,
0.75,Ferro 13,2 533₽,2 533₽,Тихое,Красное,Сухое,Италия,Сицилия,Sicilia DOC,Ferro 13,DOC/DOP,,Неро д'авола,Стальной чан,13%,6,14-16,,,2020,,,
0.75,,16 387₽,16 387₽,Тихое,Красное,Сухое,Франция,Долина Луары,Sancerre AOC,Domaine Vacheron,AOC/AOP,,Пино нуар,Бочка,14%,6,14-16,,Biodynamic,2019,Сансер,,
0.75,Paco & Lola,3 291₽,4 114₽,Тихое,Белое,Полусухое,Испания,Галисия,Rias Baixas DO,Paco & Lola,DO,Albarino,Альбариньо,Стальной чан,12%,6,8-10,,,,,,
0.75,Marisco,2 026₽,2 532₽,Тихое,Белое,Сухое,Новая Зеландия,Мальборо,Marlborough,Marisco,,,Гевюрцтраминер,Бутылка,14%,6,10-12,,,,,,
0.75,,1 455₽,1 455₽,,Красное,Сухое,Португалия,,,Casa da Fonte Pequena,,Fonte,Турига насьоналТинта рориш,,10.5%,6,16-18,,,,,,
0.75,Cantine Settesoli,2 078₽,2 078₽,Тихое,Красное,Полусухое,Италия,Сицилия,Terre Siciliane IGT,Cantine Settesoli,IGT/IGP,,Сира,,13.5%,6,16-18,Vegan,,2022,,,
0.75,СХП Виноградное,208₽,260₽,Тихое,Красное,Полусладкое,Россия,Ставропольский край,,СХП Виноградное,,,Каберне совиньон,Стальной чан,10.00% - 12%,6,16-18,,,,,,
0.75,,33 978₽,33 978₽,Тихое,Красное,Сухое,Франция,Бургундия,Nuits-Saint-Georges 1er Cru AOC,Domaine Taupenot-Merme,AOC/AOP,,Пино нуар,Бочка,13.5%,6,14-16,,Organic,2004,Нюи-Сен-Жорж,,
0.75,,1 804₽,1 804₽,Тихое,Красное,Сухое,Испания,Валенсия,Utiel-Requena DO,Coviñas,DO,,БобальТемпранильоКаберне совиньонГарнача,Бочка,,6,16-18,,,2018,Утьель-Рекена,,
0.75,,1 020₽,1 020₽,,Красное,Сухое,Грузия,,,Шалвино,,,Саперави,,12.5%,6,16-18,,,2021,,,
0.75,Массандра,541₽,676₽,Креплёное,Белое,Сладкое,Россия,Крым,Крым ЗГУ,Массандра,ЗГУ,Массандра,Кокур,Бочка,17.5%,6,8-10,,,,,,
0.75,Brancott Estate,3 265₽,3 265₽,Тихое,Красное,Сухое,Новая Зеландия,Мальборо,Marlborough,Brancott Estate,,Brancott Estate,Пино нуар,,,6,14-16,,,2019,,,
0.75,,252₽,315₽,Тихое,Красное,Сухое,Россия,Краснодарский край,,Долина,,,Шираз,Стальной чан,10.00% - 12%,6,16-18,,,,,,
0.75,Can Sumoi,4 427₽,4 427₽,Тихое,Розовое,Сухое,Испания,Каталония,Penedes DO,Can Sumoi,DO,,СумольПарельядаЩарелло,Бутылка,11%,6,8-10,Sustainable,Biodynamic,2022,Пенедес,,
0.75,Bodega San Telmo,1 333₽,1 333₽,,Красное,Сухое,Аргентина,Мендоса,,Bodega San Telmo,,San Telmo,Каберне совиньон,,12.5%,6,16-18,,,2023,,,
0.75,Olymp Winery,490₽,490₽,Тихое,Красное,Полусладкое,Россия,,,Olymp Winery,,Тагаури,Красные сорта винограда выращенные на территории Грузии,,10% - 12%,6,14-16,,,,,,
0.75,Greywacke,7 497₽,7 497₽,Тихое,Красное,Сухое,Новая Зеландия,Мальборо,Marlborough,Greywacke,,,Пино нуар,Бочка,13.5%,6,16-18,,,,,,
0.75,Origin Wine Stellenbosh,706₽,706₽,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Western Cape WO,Origin Wine Stellenbosh,WO,,Каберне совиньон,Бочка,13%,6,16-18,Vegan,,2022,,,
0.75,Bodegas Sierra Norte,1 680₽,2 100₽,Тихое,Красное,Сухое,Испания,Валенсия,Utiel-Requena DO,Bodegas Sierra Norte,DO,Sierra NortePasion,Бобаль,Бочка,14%,6,16-18,,,,Утьель-Рекена,,
0.75,Neleman,1 886₽,2 358₽,Тихое,Красное,Сухое,Испания,Каталония,Valencia DO,Neleman,DO,,ТемпранильоМонастрель,Стальной чан,12.5%,6,16-18,,,,,,
1.5,Fattoria Selvapiana,63 012₽,63 012₽,Тихое,Красное,Сухое,Италия,Тоскана,Chianti DOCG,Fattoria Selvapiana,DOCG,,СанджовезеМерлоКаберне совиньон,Бочка,13.5%,1,10-12,,,1998,Кьянти,,Да
0.75,Interfin,530₽,663₽,Тихое,Красное,Сухое,Россия,Крым,,Interfin,,,Каберне совиньон,Стальной чан,10.00% - 12%,6,14-16,,,,,,
0.75,,2 862₽,2 862₽,Тихое,Белое,Полусухое,Италия,Венето,Soave DOC,Cesari,DOC/DOP,Salvalai,ГарганегаТреббьяно ди соаве,Стальной чан,12.5%,6,10-12,Vegan,,2022,Соаве,,
0.75,Finca de los Arandinos,1 237₽,1 546₽,Тихое,Красное,Сухое,Испания,Риоха,Rioja DOCa,Finca de los Arandinos,DOCa,,ТемпранильоМасуэло,Бочка,13.5%,6,16-18,,,,,,
0.75,,1 217₽,1 217₽,,Белое,Сухое,Испания,Кастилия-Ла-Манча,Castilla IGP,Bodegas Yuntero,IGT/IGP,Cultus,Айрен,,11%,6,8-10,,Organic,2021,,,
0.75,Domaine Ubi,1 342₽,1 678₽,Тихое,Красное,Сухое,Франция,Юго-Запад,Cotes de Gascogne IGP,Domaine Ubi,IGT/IGP,,МерлоТаннат (танна),Стальной чан,12.5%,6,16-18,,,,Кот де Гасконь,,
0.75,Lapis Luna,4 576₽,4 576₽,Тихое,Белое,Сухое,США,Калифорния,North Coast AVA,Lapis Luna,AVA,,Шардоне,Бочка,,12,12-14,,,2022,Северное побережье,,
0.75,Caymus Vineyards,68 362₽,68 362₽,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Caymus Vineyards,AVA,,Каберне совиньон,Бочка,15.4%,6,16-18,,,2017,,,
0.75,,646₽,807₽,Тихое,Розовое,Сухое,Россия,Ростовская область,Долина Дона ЗГУ,Винодельня Ведерниковъ,ЗГУ,ВедерниковъГубернаторское,МускатЦимлянский черный,Стальной чан,13%,6,8-10,,,,,,
0.75,,27 423₽,27 423₽,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Avignonesi,IGT/IGP,,МерлоСанджовезе,Бочка,13.5%,6,14-16,Vegan,Biodynamic,2019,,,
0.75,Cantine Settesoli,2 158₽,2 158₽,Тихое,Красное,Полусухое,Италия,Сицилия,Sicilia DOC,Cantine Settesoli,DOC/DOP,,Неро д'авола,,13.5%,6,16-18,Vegan,,2021,,,
0.75,Fanagoria,1 071₽,1 947₽,Тихое,Красное,Сухое,Россия,Кубань,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,,Пино нуар,Бочка,,6,14-16,,,2022,,,
0.75,Alma Valley,609₽,761₽,Тихое,Красное,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Alma ValleyAV Cuvee,Пино нуарКефесияМерло,Бочка,,6,16-18,,,,,,
0.75,Peter Mertes,954₽,1 193₽,Тихое,Белое,Полусухое,Германия,Пфальц,,Peter Mertes,,,Шардоне,Стальной чан,12.5%,6,10-12,,,,,,
0.75,,1 382₽,1 382₽,Тихое,Белое,Полусладкое,Испания,,,Cherubino Valsangiacomo,,Carranc,Белые сорта винограда,,11%,6,8-10,,,,,,
0.75,Albert Bichot,3 998₽,4 998₽,Тихое,Белое,Сухое,Франция,Бургундия,Chablis AOС,Albert Bichot,AOC/AOP,Domaine Long-DepaquitAlbert Bichot,Шардоне,Стальной чан,12.5%,6,8-10,,,,Шабли,,
0.75,,252₽,315₽,Тихое,Красное,Сухое,Россия,Краснодарский край,,Долина,,,Каберне франКаберне совиньон,Стальной чан,10.00% - 12%,6,16-18,,,,,,
0.75,J. P. Chenet,1 261₽,1 576₽,Тихое,Белое,Полусладкое,Франция,Лангедок-Руссийон,Cotes de Thau IGP,J. P. Chenet,IGT/IGP,,Террет бланМакабеоКлерет,Стальной чан,11.5%,6,10-12,,,,,,
0.75,,816₽,1 020₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Мысхако,ЗГУ,МысхакоRenaissance,Темпранильо,Бочка,14.2%,6,16-18,,,,Кубань,,
0.75,Domaine Faiveley,6 569₽,6 569₽,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne AOC,Domaine Faiveley,AOC/AOP,,Пино нуар,Бочка,13%,6,14-16,,,2021,,,
1.5,Дом Захарьиных,2 593₽,3 241₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,,КокурСары пандас,Бочка,12%,6,10-12,,,,,,
0.75,,2 744₽,2 744₽,Тихое,Белое,Полусладкое,Испания,Риоха,Rioja DOCa,Marqués de Cáceres,DOCa,,ВиураМальвазия,,11.5%,6,8-10,,,2023,,,
0.75,Askaneli,1 626₽,1 626₽,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Askaneli,,Artwine,Саперави,Стальной чан,12.5%,6,16-18,,,2023,,,
0.75,Shimshon,3 787₽,3 787₽,Тихое,Красное,Сухое,Израиль,Галилея,Upper Galilee,Shimshon,,,Мерло,Бочка,14.5%,6,16-18,Kosher,,2022,Верхняя Галилея,,
0.75,,549₽,999₽,,Белое,Сухое,Россия,Крым,Крым ЗГУ,Сатера,ЗГУ,Esse,Ркацители,,12.5%,6,10-12,,,2022,,,
0.75,Julien Brocard,11 490₽,11 490₽,Тихое,Белое,Сухое,Франция,Бургундия,Chablis 1er Cru AOС,Julien Brocard,AOC/AOP,,Шардоне,Бочка,13%,12,10-12,,Biodynamic,2021,Шабли,,
0.75,The Big Insult Wine Company,979₽,979₽,,Белое,Сухое,Австралия,Юго-Восточная Австралия,South Eastern Australia GI,The Big Insult Wine Company,GI,,Шардоне,,12.5%,6,8-10,,,2021,,,
0.75,,4 032₽,5 040₽,Тихое,Красное,Сухое,Россия,Ростовская область,Долина Дона ЗГУ,Винодельня Ведерниковъ,ЗГУ,Ведерниковъ,Красностоп золотовский,Бочка,14.5%,6,16-18,,,,,,
0.75,Сикоры,1 390₽,1 390₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Сикоры,ЗГУ,,Каберне совиньон,Стальной чан,14%,6,16-18,,,,Кубань,,
0.75,,134 893₽,134 893₽,Тихое,Красное,Сухое,Франция,Бордо,Pauillac AOC,Chateau Mouton Rothschild,AOC/AOP,Le PetitBaronne Philippine de Rothschild,Каберне совиньонМерлоКаберне фран,Бочка,14%,6,16-18,,,2018,Пойяк,,
