Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Температура подачи,Friendly,BiO,Винтаж,Подарочная упаковка
0.75,Feudi di San Gregorio,3140.0,3140.0,Тихое,Красное,Сухое,Италия,Кампанья,Vesuvio DOC,Feudi di San Gregorio,DOC/DOP,АльяникоПьедироссо,Стальной чан,13.0,17.0,0,0,unknown,0
1.5,Domaine Ubi,3684.0,4605.0,Тихое,Розовое,Сухое,Франция,Юго-Запад,Cotes de Gascogne IGP,Domaine Ubi,IGT/IGP,Каберне совиньонКаберне франСираМерло,Стальной чан,11.0,9.0,0,1,unknown,0
0.75,Chateau Mukhrani,2419.0,3024.0,Тихое,Красное,Сухое,Грузия,Квемо-Картли,unknown,Chateau Mukhrani,unknown,Тавквери,Стальной чан,13.0,17.0,0,0,unknown,0
0.75,Castel Mimi,713.0,891.0,Тихое,Красное,Сухое,Молдавия,unknown,unknown,Castel Mimi,unknown,Саперави,Стальной чан,14.5,17.0,0,0,unknown,0
0.75,Caymus Vineyards,30000.0,30000.0,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Caymus Vineyards,AVA,Каберне совиньон,Бочка,14.4,17.0,0,0,2020,0
0.75,Winzerhof Hoch,2160.0,2160.0,Тихое,Белое,Сухое,Австрия,Нижняя Австрия,unknown,Winzerhof Hoch,unknown,Грюнер вельтлинер,Бочка,11.5,11.0,0,1,unknown,0
0.75,Poggio al Tesoro,10292.0,10292.0,Тихое,Красное,Сухое,Италия,Тоскана,Bolgheri DOC,Poggio al Tesoro,DOC/DOP,МерлоКаберне совиньонКаберне франПти вердо,Бочка,14.5,15.0,0,0,2020,0
0.75,unknown,1143.0,1143.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Шалвино,unknown,Саперави,unknown,11.5,17.0,0,0,2020,0
0.75,Grandes Vinos y Vinedos,1000.0,1250.0,Тихое,Розовое,Сухое,Испания,Арагон,Carinena DO,Grandes Vinos y Vinedos,DO,Гарнача,Стальной чан,13.0,9.0,0,0,unknown,0
0.75,Waterkloof,2285.0,2856.0,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Stellenbosch WO,Waterkloof,WO,Каберне фран,Бочка,13.5,17.0,0,0,unknown,0
0.75,Mollet-Maudry Pere & Fils,2806.0,3507.0,Тихое,Красное,Сухое,Франция,Долина Луары,Val de Loire IGT,Mollet-Maudry Pere & Fils,IGT/IGP,Пино нуар,Стальной чан,12.5,15.0,0,0,unknown,0
0.75,Askaneli,675.0,964.0,Тихое,Белое,Сухое,Грузия,Кахетия,Цинандали,Askaneli,unknown,РкацителиМцване,Бочка,13.0,11.0,0,0,2022,0
1.5,Vignobles Lassagne,6994.0,8743.0,Тихое,Красное,Сухое,Франция,Бордо,Lalande de Pomerol AOC,Vignobles Lassagne,AOC/AOP,МерлоКаберне фран,Бочка,14.0,17.0,0,0,unknown,0
0.75,Bodega del Fin del Mundo,1788.0,2554.0,Тихое,Белое,Сухое,Аргентина,Патагония,Patagonia IG,Bodega del Fin del Mundo,IG,Совиньон блан,unknown,13.7,9.0,0,0,2021,0
0.75,Vitivinicola Cremaschi Barriga,840.0,1200.0,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Vitivinicola Cremaschi Barriga,DO,Совиньон блан,Стальной чан,12.5,11.0,0,0,2023,0
0.75,Binekhi,1490.0,1490.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Binekhi,ЗГУ,Саперави,Стальной чан,12.5,17.0,0,0,2022,0
0.75,Alma Valley,958.0,1197.0,Тихое,Красное,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Мерло,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,Navarro Lopez,721.0,901.0,Тихое,Белое,Сухое,Испания,Руэда,Rueda DO,Navarro Lopez,DO,Вердехо,Стальной чан,13.5,11.0,0,0,unknown,0
0.75,Luis Felipe Edwards,653.0,816.0,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Luis Felipe Edwards,DO,Шардоне,Стальной чан,13.0,11.0,0,0,unknown,0
0.75,unknown,1036.0,1480.0,Тихое,Белое,Полусладкое,Франция,unknown,unknown,Les Chais de Saint Andre,unknown,Белые сорта винограда,unknown,11.0,11.0,0,0,2021,0
0.75,GWS,748.0,935.0,Тихое,Белое,Полусладкое,Грузия,Кахетия,unknown,GWS,unknown,РкацителиМцване,unknown,11.5,11.0,0,0,unknown,0
0.75,Золотая Балка,506.0,633.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Золотая Балка,ЗГУ,Ркацители,Стальной чан,12.0,11.0,0,0,unknown,0
0.75,Luis Felipe Edwards,714.0,893.0,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Luis Felipe Edwards,DO,Совиньон блан,Стальной чан,12.5,11.0,0,0,unknown,0
0.75,Kalos Limen,1571.0,2856.0,Тихое,Белое,Сухое,Россия,Крым,unknown,Kalos Limen,unknown,Совиньон блан (цитрон),Стальной чан,11.7,9.0,0,0,2022,0
0.75,Marchand-Tawse,8490.0,8490.0,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne AOC,Marchand-Tawse,AOC/AOP,Пино нуар,Бочка,13.0,15.0,0,0,2021,0
0.187,Olymp Winery,262.0,262.0,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Olymp Winery,ЗГУ,Рислинг,Стальной чан,11.0,11.0,0,0,unknown,0
0.75,unknown,11490.0,11490.0,Тихое,Красное,Сухое,Франция,Бордо,Saint-Emilion Grand Cru AOC,Chateau Faugeres,AOC/AOP,МерлоКаберне франКаберне совиньон,Бочка,14.0,17.0,0,0,2014,0
0.75,Alma Valley,2561.0,3201.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Шардоне,Бочка,12.914653243847875,11.0,0,0,unknown,0
0.75,Piccini,1484.0,1855.0,Тихое,Красное,Сухое,Италия,Сицилия,unknown,Piccini,unknown,ПримитивоМонтепульчаноСанджовезе,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,Tolaini,9839.0,9839.0,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Tolaini,IGT/IGP,Каберне совиньонСанджовезеКаберне фран,Бочка,14.0,17.0,0,1,2018,0
0.75,Pascal Prunier-Bonheur,11002.0,11002.0,Тихое,Красное,Сухое,Франция,Бургундия,Monthelie AOС,Pascal Prunier-Bonheur,AOC/AOP,Пино нуар,Бочка,13.5,15.0,0,0,2020,0
0.75,Peter Mertes,929.0,1161.0,Тихое,Белое,Полусухое,Германия,Пфальц,unknown,Peter Mertes,unknown,Рислинг,Стальной чан,11.5,11.0,0,0,unknown,0
0.75,unknown,6913.0,6913.0,Тихое,Белое,Сухое,Италия,Пьемонт,Gavi DOCG,Marchesi di Barolo,DOCG,Кортезе,unknown,13.0,9.0,0,0,2022,0
0.75,unknown,14862.0,14862.0,Тихое,Красное,Сухое,Франция,Бургундия,Santenay 1er Cru AOС,Domaine De La Choupette,AOC/AOP,Пино нуар,Бочка,13.0,15.0,0,0,2022,0
0.75,Ferro 13,2533.0,2533.0,Тихое,Красное,Сухое,Италия,Сицилия,Sicilia DOC,Ferro 13,DOC/DOP,Неро д'авола,Стальной чан,13.0,15.0,0,0,2020,0
0.75,unknown,16387.0,16387.0,Тихое,Красное,Сухое,Франция,Долина Луары,Sancerre AOC,Domaine Vacheron,AOC/AOP,Пино нуар,Бочка,14.0,15.0,0,1,2019,0
0.75,Paco & Lola,3291.0,4114.0,Тихое,Белое,Полусухое,Испания,Галисия,Rias Baixas DO,Paco & Lola,DO,Альбариньо,Стальной чан,12.0,9.0,0,0,unknown,0
0.75,Marisco,2026.0,2532.0,Тихое,Белое,Сухое,Новая Зеландия,Мальборо,Marlborough,Marisco,unknown,Гевюрцтраминер,Бутылка,14.0,11.0,0,0,unknown,0
0.75,unknown,1455.0,1455.0,Тихое,Красное,Сухое,Португалия,unknown,unknown,Casa da Fonte Pequena,unknown,Турига насьоналТинта рориш,unknown,10.5,17.0,0,0,unknown,0
0.75,Cantine Settesoli,2078.0,2078.0,Тихое,Красное,Полусухое,Италия,Сицилия,Terre Siciliane IGT,Cantine Settesoli,IGT/IGP,Сира,unknown,13.5,17.0,1,0,2022,0
0.75,СХП Виноградное,208.0,260.0,Тихое,Красное,Полусладкое,Россия,Ставропольский край,unknown,СХП Виноградное,unknown,Каберне совиньон,Стальной чан,11.0,17.0,0,0,unknown,0
0.75,unknown,33978.0,33978.0,Тихое,Красное,Сухое,Франция,Бургундия,Nuits-Saint-Georges 1er Cru AOC,Domaine Taupenot-Merme,AOC/AOP,Пино нуар,Бочка,13.5,15.0,0,1,< 2011,0
0.75,unknown,1804.0,1804.0,Тихое,Красное,Сухое,Испания,Валенсия,Utiel-Requena DO,Coviñas,DO,БобальТемпранильоКаберне совиньонГарнача,Бочка,12.914653243847875,17.0,0,0,2018,0
0.75,unknown,1020.0,1020.0,Тихое,Красное,Сухое,Грузия,unknown,unknown,Шалвино,unknown,Саперави,unknown,12.5,17.0,0,0,2021,0
0.75,Массандра,541.0,676.0,Креплёное,Белое,Сладкое,Россия,Крым,Крым ЗГУ,Массандра,ЗГУ,Кокур,Бочка,17.5,9.0,0,0,unknown,0
0.75,Brancott Estate,3265.0,3265.0,Тихое,Красное,Сухое,Новая Зеландия,Мальборо,Marlborough,Brancott Estate,unknown,Пино нуар,unknown,12.914653243847875,15.0,0,0,2019,0
0.75,unknown,252.0,315.0,Тихое,Красное,Сухое,Россия,Краснодарский край,unknown,Долина,unknown,Шираз,Стальной чан,11.0,17.0,0,0,unknown,0
0.75,Can Sumoi,4427.0,4427.0,Тихое,Розовое,Сухое,Испания,Каталония,Penedes DO,Can Sumoi,DO,СумольПарельядаЩарелло,Бутылка,11.0,9.0,1,1,2022,0
0.75,Bodega San Telmo,1333.0,1333.0,Тихое,Красное,Сухое,Аргентина,Мендоса,unknown,Bodega San Telmo,unknown,Каберне совиньон,unknown,12.5,17.0,0,0,2023,0
0.75,Olymp Winery,490.0,490.0,Тихое,Красное,Полусладкое,Россия,unknown,unknown,Olymp Winery,unknown,Красные сорта винограда выращенные на территории Грузии,unknown,11.0,15.0,0,0,unknown,0
0.75,Greywacke,7497.0,7497.0,Тихое,Красное,Сухое,Новая Зеландия,Мальборо,Marlborough,Greywacke,unknown,Пино нуар,Бочка,13.5,17.0,0,0,unknown,0
0.75,Origin Wine Stellenbosh,706.0,706.0,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Western Cape WO,Origin Wine Stellenbosh,WO,Каберне совиньон,Бочка,13.0,17.0,1,0,2022,0
0.75,Bodegas Sierra Norte,1680.0,2100.0,Тихое,Красное,Сухое,Испания,Валенсия,Utiel-Requena DO,Bodegas Sierra Norte,DO,Бобаль,Бочка,14.0,17.0,0,0,unknown,0
0.75,Neleman,1886.0,2358.0,Тихое,Красное,Сухое,Испания,Каталония,Valencia DO,Neleman,DO,ТемпранильоМонастрель,Стальной чан,12.5,17.0,0,0,unknown,0
1.5,Fattoria Selvapiana,63012.0,63012.0,Тихое,Красное,Сухое,Италия,Тоскана,Chianti DOCG,Fattoria Selvapiana,DOCG,СанджовезеМерлоКаберне совиньон,Бочка,13.5,11.0,0,0,< 2011,1
0.75,Interfin,530.0,663.0,Тихое,Красное,Сухое,Россия,Крым,unknown,Interfin,unknown,Каберне совиньон,Стальной чан,11.0,15.0,0,0,unknown,0
0.75,unknown,2862.0,2862.0,Тихое,Белое,Полусухое,Италия,Венето,Soave DOC,Cesari,DOC/DOP,ГарганегаТреббьяно ди соаве,Стальной чан,12.5,11.0,1,0,2022,0
0.75,Finca de los Arandinos,1237.0,1546.0,Тихое,Красное,Сухое,Испания,Риоха,Rioja DOCa,Finca de los Arandinos,DOCa,ТемпранильоМасуэло,Бочка,13.5,17.0,0,0,unknown,0
0.75,unknown,1217.0,1217.0,Тихое,Белое,Сухое,Испания,Кастилия-Ла-Манча,Castilla IGP,Bodegas Yuntero,IGT/IGP,Айрен,unknown,11.0,9.0,0,1,2021,0
0.75,Domaine Ubi,1342.0,1678.0,Тихое,Красное,Сухое,Франция,Юго-Запад,Cotes de Gascogne IGP,Domaine Ubi,IGT/IGP,МерлоТаннат (танна),Стальной чан,12.5,17.0,0,0,unknown,0
0.75,Lapis Luna,4576.0,4576.0,Тихое,Белое,Сухое,США,Калифорния,North Coast AVA,Lapis Luna,AVA,Шардоне,Бочка,12.914653243847875,13.0,0,0,2022,0
0.75,Caymus Vineyards,68362.0,68362.0,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Caymus Vineyards,AVA,Каберне совиньон,Бочка,15.4,17.0,0,0,2017,0
0.75,unknown,646.0,807.0,Тихое,Розовое,Сухое,Россия,Ростовская область,Долина Дона ЗГУ,Винодельня Ведерниковъ,ЗГУ,МускатЦимлянский черный,Стальной чан,13.0,9.0,0,0,unknown,0
0.75,unknown,27423.0,27423.0,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Avignonesi,IGT/IGP,МерлоСанджовезе,Бочка,13.5,15.0,1,1,2019,0
0.75,Cantine Settesoli,2158.0,2158.0,Тихое,Красное,Полусухое,Италия,Сицилия,Sicilia DOC,Cantine Settesoli,DOC/DOP,Неро д'авола,unknown,13.5,17.0,1,0,2021,0
0.75,Fanagoria,1071.0,1947.0,Тихое,Красное,Сухое,Россия,Кубань,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,Пино нуар,Бочка,12.914653243847875,15.0,0,0,2022,0
0.75,Alma Valley,609.0,761.0,Тихое,Красное,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Пино нуарКефесияМерло,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,Peter Mertes,954.0,1193.0,Тихое,Белое,Полусухое,Германия,Пфальц,unknown,Peter Mertes,unknown,Шардоне,Стальной чан,12.5,11.0,0,0,unknown,0
0.75,unknown,1382.0,1382.0,Тихое,Белое,Полусладкое,Испания,unknown,unknown,Cherubino Valsangiacomo,unknown,Белые сорта винограда,unknown,11.0,9.0,0,0,unknown,0
0.75,Albert Bichot,3998.0,4998.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis AOС,Albert Bichot,AOC/AOP,Шардоне,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,unknown,252.0,315.0,Тихое,Красное,Сухое,Россия,Краснодарский край,unknown,Долина,unknown,Каберне франКаберне совиньон,Стальной чан,11.0,17.0,0,0,unknown,0
0.75,J. P. Chenet,1261.0,1576.0,Тихое,Белое,Полусладкое,Франция,Лангедок-Руссийон,Cotes de Thau IGP,J. P. Chenet,IGT/IGP,Террет бланМакабеоКлерет,Стальной чан,11.5,11.0,0,0,unknown,0
0.75,unknown,816.0,1020.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Мысхако,ЗГУ,Темпранильо,Бочка,14.2,17.0,0,0,unknown,0
0.75,Domaine Faiveley,6569.0,6569.0,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne AOC,Domaine Faiveley,AOC/AOP,Пино нуар,Бочка,13.0,15.0,0,0,2021,0
1.5,Дом Захарьиных,2593.0,3241.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,КокурСары пандас,Бочка,12.0,11.0,0,0,unknown,0
0.75,unknown,2744.0,2744.0,Тихое,Белое,Полусладкое,Испания,Риоха,Rioja DOCa,Marqués de Cáceres,DOCa,ВиураМальвазия,unknown,11.5,9.0,0,0,2023,0
0.75,Askaneli,1626.0,1626.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Askaneli,unknown,Саперави,Стальной чан,12.5,17.0,0,0,2023,0
0.75,Shimshon,3787.0,3787.0,Тихое,Красное,Сухое,Израиль,Галилея,Upper Galilee,Shimshon,unknown,Мерло,Бочка,14.5,17.0,1,0,2022,0
0.75,unknown,549.0,999.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Сатера,ЗГУ,Ркацители,unknown,12.5,11.0,0,0,2022,0
